Car_ID,Brand,Model,Year,Color,Engine_Type,Transmission, Price ,Quantity_In_Stock,Status
C0328,Hyundai,Sonata,2016,Blue,Diesel,Automatic," $24,042 ",12,Reserved
C0329,Tesla,Model S,2015,Black,Hybrid,Automatic," $86,885 ",5,Available
C0330,Hyundai,Tucson,2025,White,Diesel,Automatic," $39,258 ",15,Available
C0331,BMW,X5,2023,Silver,Diesel,Automatic," $21,666 ",8,Sold
C0332,Nissan,Altima,2023,Black,Diesel,Automatic," $43,316 ",9,Available
C0333,BMW,3 Series,2019,Blue,Diesel,Manual," $86,322 ",13,Sold
C0334,BMW,3 Series,2017,White,Diesel,Manual," $47,843 ",10,Reserved
C0335,Tesla,Model X,2018,White,Diesel,Manual," $65,421 ",19,Available
C0336,Mercedes,C-Class,2025,Blue,Electric,Manual," $93,745 ",8,Reserved
C0337,Nissan,Qashqai,2018,Black,Electric,Automatic," $26,411 ",20,Available
C0338,Nissan,Sunny,2023,Red,Hybrid,Automatic," $90,238 ",1,Sold
C0339,Tesla,Model S,2019,Gray,Hybrid,Manual," $92,883 ",10,Sold
C0340,Kia,Seltos,2019,Black,Electric,Automatic," $53,012 ",20,Reserved
C0341,Kia,Seltos,2022,Blue,Petrol,Manual," $35,862 ",7,Sold
C0342,Nissan,Qashqai,2016,Red,Petrol,Automatic," $30,351 ",18,Available
C0343,Nissan,Sunny,2019,Red,Hybrid,Manual," $83,160 ",19,Sold
C0344,Nissan,Altima,2017,Red,Electric,Automatic," $82,071 ",11,Available
C0345,Hyundai,Tucson,2017,White,Diesel,Automatic," $86,871 ",5,Reserved
C0346,Nissan,Altima,2021,White,Diesel,Manual," $52,056 ",7,Reserved
C0347,Nissan,Sunny,2023,Black,Petrol,Manual," $51,600 ",18,Reserved
C0348,Hyundai,Tucson,2019,Red,Electric,Manual," $16,689 ",1,Reserved
C0349,Nissan,Qashqai,2017,Gray,Hybrid,Automatic," $53,217 ",6,Available
C0350,Kia,Seltos,2022,Black,Diesel,Manual," $52,463 ",15,Sold
C0351,Kia,Seltos,2020,Gray,Petrol,Automatic," $30,658 ",1,Sold
C0352,Tesla,Model S,2017,Black,Petrol,Automatic," $79,854 ",9,Reserved
C0353,Tesla,Model X,2019,Red,Electric,Automatic," $21,728 ",7,Sold
C0354,Toyota,Camry,2018,Black,Diesel,Manual," $89,064 ",4,Reserved
C0355,Nissan,Sunny,2017,Silver,Diesel,Automatic," $66,193 ",6,Sold
C0356,Toyota,RAV4,2017,Black,Diesel,Automatic," $93,494 ",6,Available
C0357,Tesla,Model X,2019,Gray,Hybrid,Automatic," $55,936 ",0,Sold
C0358,Kia,Seltos,2025,Blue,Electric,Manual," $96,428 ",8,Sold
C0359,BMW,X5,2022,Red,Petrol,Manual," $95,666 ",2,Available
C0360,Toyota,RAV4,2023,Black,Electric,Automatic," $55,890 ",14,Sold
C0361,BMW,X5,2016,White,Petrol,Automatic," $96,776 ",2,Sold
C0362,Nissan,Qashqai,2022,Silver,Petrol,Manual," $75,125 ",13,Sold
C0363,Kia,Cerato,2015,Blue,Diesel,Manual," $99,989 ",3,Available
C0364,Hyundai,Elantra,2024,Black,Diesel,Automatic," $24,072 ",5,Available
C0365,Kia,Cerato,2023,Red,Petrol,Manual," $57,296 ",12,Reserved
C0366,Hyundai,Elantra,2022,Black,Petrol,Automatic," $56,171 ",4,Sold
C0367,Tesla,Model 3,2017,Gray,Diesel,Manual," $35,857 ",10,Available
C0368,BMW,X5,2017,Silver,Petrol,Manual," $72,043 ",11,Available
C0369,Nissan,Sunny,2021,White,Diesel,Manual," $42,813 ",2,Reserved
C0370,Tesla,Model X,2025,Blue,Diesel,Manual," $68,216 ",1,Reserved
C0371,Hyundai,Tucson,2023,Red,Hybrid,Manual," $34,069 ",14,Reserved
C0372,Hyundai,Tucson,2024,Black,Petrol,Manual," $51,462 ",1,Reserved
C0373,Nissan,Altima,2022,Black,Electric,Manual," $65,385 ",17,Sold
C0374,Toyota,Camry,2017,Silver,Diesel,Automatic," $21,453 ",20,Reserved
C0375,Mercedes,E-Class,2021,Red,Petrol,Automatic," $92,158 ",6,Reserved
C0376,Nissan,Sunny,2016,Silver,Electric,Manual," $75,290 ",18,Sold
C0377,Kia,Sportage,2021,Gray,Electric,Manual," $19,767 ",7,Reserved
C0378,Kia,Cerato,2016,Gray,Petrol,Automatic," $94,188 ",13,Available
C0379,BMW,5 Series,2018,Blue,Electric,Manual," $15,288 ",9,Sold
C0380,Toyota,RAV4,2023,Black,Petrol,Automatic," $73,265 ",8,Reserved
C0381,Nissan,Altima,2016,Black,Petrol,Automatic," $17,937 ",1,Sold
C0382,Kia,Sportage,2024,Red,Hybrid,Manual," $97,407 ",10,Reserved
C0383,Kia,Cerato,2018,Black,Hybrid,Automatic," $54,266 ",12,Sold
C0384,Tesla,Model 3,2015,Black,Petrol,Automatic," $63,706 ",1,Available
C0385,Mercedes,E-Class,2019,Silver,Electric,Automatic," $23,457 ",20,Reserved
C0386,Toyota,Corolla,2018,Gray,Diesel,Automatic," $29,727 ",1,Sold
C0387,Hyundai,Tucson,2016,Silver,Petrol,Manual," $80,106 ",13,Available
C0388,Mercedes,E-Class,2020,Black,Electric,Automatic," $36,180 ",1,Sold
C0389,Toyota,RAV4,2023,Silver,Hybrid,Automatic," $74,573 ",10,Reserved
C0390,Nissan,Sunny,2023,Blue,Petrol,Automatic," $39,960 ",1,Reserved
C0391,Nissan,Qashqai,2020,White,Electric,Automatic," $88,353 ",11,Sold
C0392,Hyundai,Tucson,2018,Red,Hybrid,Automatic," $71,319 ",15,Reserved
C0393,Toyota,RAV4,2022,Blue,Diesel,Automatic," $75,783 ",8,Available
C0394,BMW,X5,2016,Black,Diesel,Automatic," $38,266 ",0,Reserved
C0395,Toyota,RAV4,2025,Gray,Diesel,Automatic," $53,728 ",10,Sold
C0396,Kia,Sportage,2017,Silver,Hybrid,Manual," $69,973 ",18,Reserved
C0397,Mercedes,GLA,2024,Blue,Petrol,Automatic," $34,261 ",3,Reserved
C0398,Nissan,Qashqai,2015,Black,Electric,Manual," $41,514 ",18,Available
C0399,Kia,Seltos,2015,Red,Petrol,Manual," $68,707 ",20,Sold
C0400,Toyota,Corolla,2016,Gray,Petrol,Automatic," $97,026 ",14,Reserved
C0401,Hyundai,Sonata,2025,Silver,Hybrid,Manual," $89,679 ",1,Sold
C0402,BMW,5 Series,2015,Red,Diesel,Manual," $94,457 ",18,Available
C0403,Mercedes,GLA,2017,Silver,Electric,Automatic," $96,698 ",7,Sold
C0404,Kia,Cerato,2021,Red,Petrol,Manual," $87,910 ",8,Sold
C0405,Tesla,Model X,2023,Black,Hybrid,Automatic," $88,807 ",11,Reserved
C0406,Toyota,Camry,2018,Gray,Hybrid,Automatic," $93,762 ",10,Sold
C0407,Kia,Sportage,2015,Silver,Diesel,Automatic," $25,315 ",16,Available
C0408,BMW,5 Series,2025,Black,Diesel,Manual," $52,324 ",4,Reserved
C0409,Mercedes,GLA,2024,Blue,Electric,Automatic," $72,709 ",6,Sold
C0410,Kia,Cerato,2025,Gray,Petrol,Automatic," $41,377 ",2,Reserved
C0411,Nissan,Sunny,2025,Silver,Electric,Automatic," $92,928 ",9,Available
C0412,BMW,5 Series,2025,Gray,Petrol,Manual," $22,417 ",16,Sold
C0413,Kia,Seltos,2021,Silver,Petrol,Manual," $95,359 ",4,Reserved
C0414,BMW,X5,2018,Red,Electric,Manual," $75,830 ",0,Available
C0415,Mercedes,C-Class,2022,Red,Petrol,Manual," $40,627 ",17,Sold
C0416,Mercedes,C-Class,2018,Black,Hybrid,Automatic," $36,409 ",5,Reserved
C0417,Kia,Seltos,2020,Black,Hybrid,Automatic," $97,010 ",13,Available
C0418,Mercedes,E-Class,2024,Silver,Hybrid,Automatic," $33,747 ",17,Reserved
C0419,Hyundai,Elantra,2024,Blue,Electric,Automatic," $26,590 ",7,Sold
C0420,Tesla,Model X,2021,Black,Diesel,Automatic," $99,308 ",5,Reserved
C0421,Nissan,Sunny,2024,White,Electric,Automatic," $67,664 ",6,Available
C0422,BMW,5 Series,2024,Silver,Diesel,Automatic," $24,444 ",10,Sold
C0423,Kia,Cerato,2019,Gray,Electric,Automatic," $70,595 ",4,Sold
C0424,Nissan,Qashqai,2020,Blue,Petrol,Manual," $70,389 ",9,Available
C0425,Toyota,RAV4,2019,White,Diesel,Manual," $20,378 ",12,Available
C0426,Hyundai,Tucson,2017,Black,Diesel,Manual," $72,164 ",4,Reserved
C0427,Kia,Cerato,2022,Black,Hybrid,Manual," $81,522 ",1,Sold
C0428,Mercedes,E-Class,2016,Black,Hybrid,Manual," $46,983 ",0,Reserved
C0429,Mercedes,GLA,2025,Gray,Petrol,Manual," $86,656 ",12,Reserved
C0430,Nissan,Sunny,2017,Red,Diesel,Automatic," $21,393 ",6,Reserved
C0431,Hyundai,Tucson,2017,Silver,Petrol,Automatic," $90,207 ",2,Available
C0432,Nissan,Sunny,2015,Red,Hybrid,Automatic," $49,079 ",14,Available
C0433,Nissan,Altima,2015,Gray,Hybrid,Manual," $72,227 ",3,Sold
C0434,Mercedes,E-Class,2019,Red,Petrol,Manual," $45,192 ",15,Sold
C0435,Tesla,Model X,2016,Gray,Electric,Automatic," $25,337 ",3,Reserved
C0436,Mercedes,GLA,2018,White,Diesel,Manual," $67,934 ",12,Available
C0437,Nissan,Sunny,2025,Gray,Electric,Automatic," $99,670 ",7,Available
C0438,Toyota,Camry,2020,Blue,Electric,Manual," $62,585 ",14,Reserved
C0439,Hyundai,Tucson,2025,Gray,Diesel,Automatic," $70,577 ",17,Sold
C0440,Tesla,Model 3,2016,Red,Electric,Manual," $77,163 ",19,Available
C0441,BMW,3 Series,2019,Silver,Petrol,Manual," $99,719 ",6,Reserved
C0442,Nissan,Sunny,2024,Black,Diesel,Manual," $90,546 ",3,Reserved
C0443,Mercedes,GLA,2019,White,Petrol,Automatic," $15,041 ",6,Available
C0444,Hyundai,Elantra,2015,Silver,Electric,Automatic," $52,123 ",19,Available
C0445,Mercedes,C-Class,2022,White,Electric,Automatic," $67,001 ",7,Sold
C0446,Mercedes,C-Class,2019,Red,Electric,Automatic," $96,503 ",11,Reserved
C0447,Hyundai,Tucson,2017,White,Hybrid,Automatic," $96,125 ",13,Reserved
C0448,Toyota,RAV4,2021,White,Petrol,Automatic," $81,741 ",6,Sold
C0449,Kia,Cerato,2019,Blue,Hybrid,Automatic," $42,929 ",10,Available
C0450,Hyundai,Tucson,2023,Black,Petrol,Automatic," $95,415 ",2,Available
C0451,Toyota,Corolla,2020,Black,Electric,Manual," $71,681 ",5,Reserved
C0452,BMW,X5,2021,Silver,Electric,Manual," $96,581 ",11,Available
C0453,Tesla,Model X,2024,Black,Diesel,Automatic," $39,916 ",15,Reserved
C0454,Tesla,Model 3,2016,Black,Petrol,Manual," $56,317 ",3,Reserved
C0455,Nissan,Qashqai,2023,Gray,Hybrid,Manual," $94,666 ",0,Sold
C0456,Kia,Sportage,2016,White,Petrol,Manual," $18,896 ",5,Available
C0457,Mercedes,E-Class,2018,Black,Diesel,Manual," $89,426 ",8,Available
C0458,Nissan,Sunny,2022,Gray,Hybrid,Manual," $21,314 ",4,Sold
C0459,Mercedes,C-Class,2015,White,Diesel,Manual," $86,998 ",18,Available
C0460,Kia,Seltos,2024,Gray,Electric,Automatic," $89,695 ",10,Available
C0461,Mercedes,C-Class,2023,Gray,Electric,Manual," $69,816 ",9,Sold
C0462,Kia,Cerato,2020,Gray,Diesel,Manual," $70,305 ",15,Available
C0463,BMW,3 Series,2025,Black,Petrol,Manual," $97,547 ",9,Reserved
C0464,Hyundai,Elantra,2023,White,Hybrid,Manual," $71,865 ",0,Sold
C0465,BMW,X5,2020,Red,Electric,Manual," $97,326 ",5,Reserved
C0466,Mercedes,E-Class,2015,White,Petrol,Manual," $31,162 ",5,Reserved
C0467,Nissan,Qashqai,2016,Red,Petrol,Automatic," $67,754 ",5,Available
C0468,BMW,5 Series,2024,Blue,Electric,Automatic," $22,865 ",3,Available
C0469,Kia,Seltos,2021,Red,Diesel,Manual," $74,126 ",4,Available
C0470,Mercedes,E-Class,2018,Red,Diesel,Manual," $57,973 ",15,Available
C0471,Toyota,RAV4,2016,Silver,Hybrid,Automatic," $65,330 ",14,Sold
C0472,Hyundai,Sonata,2024,Gray,Petrol,Manual," $57,968 ",16,Available
C0473,BMW,5 Series,2018,White,Hybrid,Automatic," $77,674 ",5,Sold
C0474,Hyundai,Elantra,2021,Black,Hybrid,Automatic," $96,802 ",17,Sold
C0475,Mercedes,C-Class,2025,Gray,Hybrid,Manual," $39,426 ",10,Sold
C0476,Toyota,Corolla,2025,Blue,Hybrid,Automatic," $98,035 ",9,Available
C0477,Nissan,Sunny,2016,Gray,Electric,Automatic," $63,024 ",17,Sold
C0478,Mercedes,GLA,2019,Blue,Electric,Manual," $39,151 ",13,Reserved
C0479,Tesla,Model X,2019,Blue,Electric,Automatic," $95,030 ",3,Available
C0480,Toyota,Camry,2020,Blue,Petrol,Automatic," $69,165 ",7,Available
C0481,Mercedes,E-Class,2023,Gray,Hybrid,Manual," $53,295 ",12,Available
C0482,Toyota,Camry,2018,Black,Hybrid,Manual," $47,304 ",3,Reserved
C0483,Kia,Seltos,2020,Blue,Electric,Manual," $57,979 ",2,Available
C0484,Toyota,Camry,2018,Gray,Petrol,Automatic," $35,701 ",10,Reserved
C0485,Tesla,Model X,2022,Gray,Petrol,Manual," $95,461 ",8,Sold
C0486,BMW,3 Series,2023,Silver,Electric,Manual," $64,129 ",4,Available
C0487,Tesla,Model X,2018,White,Hybrid,Manual," $71,824 ",2,Available
C0488,Tesla,Model 3,2025,White,Petrol,Automatic," $26,437 ",15,Sold
C0489,Mercedes,E-Class,2018,White,Electric,Automatic," $76,993 ",7,Reserved
C0490,BMW,5 Series,2016,Black,Hybrid,Automatic," $53,229 ",15,Available
C0491,Kia,Seltos,2022,Red,Petrol,Automatic," $19,841 ",5,Sold
C0492,Tesla,Model 3,2022,Blue,Electric,Manual," $16,341 ",10,Available
C0493,Toyota,Corolla,2017,Black,Diesel,Automatic," $31,016 ",19,Reserved
C0494,Toyota,Corolla,2017,White,Electric,Manual," $42,214 ",19,Reserved
C0495,Tesla,Model S,2018,Black,Diesel,Automatic," $97,335 ",18,Sold
C0496,BMW,X5,2023,Red,Diesel,Manual," $53,581 ",14,Available
C0497,Nissan,Altima,2021,Black,Electric,Manual," $24,234 ",8,Available
C0498,Mercedes,GLA,2018,Red,Petrol,Manual," $55,535 ",15,Available
C0499,Tesla,Model 3,2025,Blue,Diesel,Manual," $59,692 ",14,Reserved
C0500,Mercedes,GLA,2024,Blue,Electric,Automatic," $75,994 ",6,Sold
